EOM_DT,MF_NM,MF_CLASS,ASSET_CLASS,CHANNEL,ACCT_TYP,PROGRAM,LEGACY_PROGRAM,RET_ACCT_TYPE,POS_MKT_VAL,POSITION_COUNT,Is_it_a_MF,Rec,ACL,Fund_ID,Brand,Mstar_Cat,US_cat
2025-12-31,CAPITAL GROUP Blend Fund INST,INST,Bond Fund,WBS,BROKERAGE,BROKERAGE,FUNDSOURCE,SEP,319034879.96,449,Y,Y,Y,FSC7363842,capital group,US Fund Small Blend,US Fund Small Blend
2025-06-30,FIRST EAGLE Blend Fund INST,INST,International Equity Fund,WFAS,ADVISORY,ADVISORY,FC/QC,IRA,273445793.15,194,Y,Y,Y,FSCAP4FGYV,First Eagle,US Fund Small Blend,US Fund Small Blend
2025-07-31,INVESCO Allocation Fund S,S,Alternative Fund,FINET,BROKERAGE,BROKERAGE,PERSONALIZED UMA,QP,483486188.59,140,N,Y,N,FSINV12SDD,Invesco,US Fund Tactical Allocation,US Fund Tactical Allocation
2026-01-31,DWS FUNDS Bond Fund A,A,Alternative Fund,WFAS,ADVISORY,ADVISORY,PIM,IRA,260094726.49,219,Y,Y,N,FSCAPZUVDG,DWS,US Fund High Yield Bond,US Fund High Yield Bond
2025-11-30,PIMCO Allocation Fund A,A,International Equity Fund,PCG,ADVISORY,ADVISORY,FUNDSOURCE,NON-RETIREMENT,434420059.16,279,Y,Y,Y,FSC3796172,PIMCO,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-05-31,NUVEEN Blend Fund A,A,Bond Fund,WBS,ADVISORY,ADVISORY,FUNDSOURCE,SIM,482779800.11,309,N,Y,N,FSUSAGQ1Y8,Nuveen,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2026-01-31,INVESCO Allocation Fund S,S,Bond Fund,FINET,ADVISORY,ADVISORY,CUSTOMCHOICE,IRA,38435599.39,111,Y,N,Y,FSINV12SDD,Invesco,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-11-30,VANGUARD Growth Fund A,A,Balanced Fund,WBS,ADVISORY,ADVISORY,CUSTOMCHOICE,NON-RETIREMENT,36644422.56,100,Y,N,Y,FSCAP853QJ,Vanguard,US Fund Large Growth,US Fund Large Growth
2025-11-30,NUVEEN Growth Fund S,S,International Equity Fund,FINET,ADVISORY,ADVISORY,CUSTOMCHOICE,IRA,84022372.65,24,Y,Y,Y,FSCAPUT3V8,Nuveen,US Fund Small Growth,US Fund Small Growth
2025-08-31,VANGUARD Bond Fund A,A,Bond Fund,WFAS,ADVISORY,ADVISORY,PIM,QP,9133017.9,435,Y,Y,Y,FSINVZ17YR,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-11-30,MFS Blend Fund A,A,Alternative Fund,WFAS,ADVISORY,ADVISORY,BROKERAGE,IRA,349593165.75,354,Y,Y,N,FSCAPO8FAQ,MFS,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-08-31,T ROWE PRICE Bond Fund C,C,Bond Fund,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,SEP,424975497.4,272,Y,N,Y,FSINV5AYKJ,T. Rowe Price,US Fund Short-Term Bond,US Fund Short-Term Bond
2026-03-31,MFS Bond Fund C,C,Equity Fund,PCG,BROKERAGE,BROKERAGE,PIM,SEP,359405398.1,156,Y,Y,Y,FSUSAR848N,MFS,US Fund Multisector Bond,US Fund Multisector Bond
2026-03-31,CAPITAL GROUP Blend Fund INST,INST,Equity Fund,WBS,BROKERAGE,BROKERAGE,CUSTOMCHOICE,SIM,70358763.56,496,Y,Y,Y,FSC7363842,capital group,US Fund Small Blend,US Fund Small Blend
2025-10-31,FIRST EAGLE Blend Fund INST,INST,Alternative Fund,WFAS,ADVISORY,ADVISORY,BROKERAGE,QP,466549347.16,104,Y,N,Y,FSCAP4FGYV,First Eagle,US Fund Small Blend,US Fund Small Blend
2026-02-28,FRANKLIN TEMPLETON Blend Fund C,C,Alternative Fund,PCG,ADVISORY,ADVISORY,BROKERAGE,IRA,187360212.43,308,Y,Y,Y,FSC8379085,Franklin Templeton,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-09-30,INVESCO Bond Fund C,C,Balanced Fund,FINET,ADVISORY,ADVISORY,CUSTOMCHOICE,SIM,192220989.12,185,Y,N,N,FSUSAFVJ1Z,Invesco,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-04-30,FIRST EAGLE Bond Fund A,A,International Equity Fund,WBS,ADVISORY,ADVISORY,PIM,SEP,82853873.56,489,Y,Y,N,FSUSAMFLIX,First Eagle,US Fund Multisector Bond,US Fund Multisector Bond
2025-11-30,INVESCO Allocation Fund A,A,Equity Fund,FINET,ADVISORY,ADVISORY,FC/QC,SIM,252793057.58,58,Y,N,Y,FSC8043975,Invesco,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-07-31,NUVEEN Estate Fund A,A,Equity Fund,WFAS,BROKERAGE,BROKERAGE,CUSTOMCHOICE,SEP,47970550.58,97,Y,N,Y,FSCAP9SFEF,Nuveen,US Fund Real Estate,US Fund Real Estate
2025-08-31,FIDELITY Blend Fund C,C,Bond Fund,PCG,ADVISORY,ADVISORY,BROKERAGE,QP,286707480.99,43,Y,N,N,FSUSAVKKPF,Fidelity,US Fund Large Blend,US Fund Large Blend
2025-11-30,LORD ABBETT Estate Fund A,A,Alternative Fund,PCG,BROKERAGE,BROKERAGE,BROKERAGE,SEP,395980841.37,40,Y,Y,Y,FSINVN2N0F,Lord Abbett,US Fund Real Estate,US Fund Real Estate
2025-01-31,BLACKROCK Bond Fund INST,INST,Equity Fund,FINET,ADVISORY,ADVISORY,MASTERS,QP,159989014.93,281,Y,N,Y,FSC6963457,BlackRock,US Fund High Yield Bond,US Fund High Yield Bond
2026-01-31,PIMCO Allocation Fund A,A,Money Market Fund,PCG,ADVISORY,ADVISORY,PERSONALIZED UMA,IRA,366931585.19,287,Y,Y,Y,FSC3796172,PIMCO,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-07-31,T ROWE PRICE Estate Fund S,S,Equity Fund,PCG,ADVISORY,ADVISORY,PIM,QP,116184716.36,168,Y,Y,Y,FSINVOVNZB,T. Rowe Price,US Fund Real Estate,US Fund Real Estate
2025-08-31,FIRST EAGLE Estate Fund INST,INST,Money Market Fund,FINET,ADVISORY,ADVISORY,FUNDSOURCE,NON-RETIREMENT,274271525.99,290,Y,N,Y,FSUSAS7SPG,First Eagle,US Fund Real Estate,US Fund Real Estate
2025-03-31,INVESCO Bond Fund INST,INST,Bond Fund,PCG,ADVISORY,ADVISORY,ASSET ADVISOR,NON-RETIREMENT,127846680.36,219,Y,N,Y,FSINV30AHC,Invesco,US Fund High Yield Bond,US Fund High Yield Bond
2026-03-31,INVESCO Bond Fund C,C,Equity Fund,PCG,BROKERAGE,BROKERAGE,CUSTOMCHOICE,SEP,20776632.21,162,Y,Y,Y,FSUSAFVJ1Z,Invesco,US Fund Short-Term Bond,US Fund Short-Term Bond
2026-02-28,BLACKROCK Value Fund C,C,Alternative Fund,WFAS,BROKERAGE,BROKERAGE,ASSET ADVISOR,SIM,24559477.17,202,Y,Y,N,FSINVW6LMH,BlackRock,US Fund Large Value,US Fund Large Value
2025-10-31,PIMCO Growth Fund A,A,Money Market Fund,WBS,ADVISORY,ADVISORY,FUNDSOURCE,IRA,81805627.18,490,Y,Y,Y,FSCAPS2MJ6,PIMCO,US Fund Small Growth,US Fund Small Growth
2025-01-31,BLACKROCK Value Fund C,C,Alternative Fund,PCG,ADVISORY,ADVISORY,ASSET ADVISOR,NON-RETIREMENT,271227243.05,337,Y,Y,N,FSINVHB0YI,BlackRock,US Fund Large Value,US Fund Large Value
2026-01-31,CAPITAL GROUP Blend Fund A,A,Balanced Fund,PCG,BROKERAGE,BROKERAGE,FC/QC,SIM,397874367.92,206,Y,Y,Y,FSCAPVVD5U,capital group,US Fund Small Blend,US Fund Small Blend
2025-03-31,BLACKROCK Bond Fund INST,INST,Equity Fund,PCG,ADVISORY,ADVISORY,ASSET ADVISOR,SIM,19553317.69,79,Y,Y,Y,FSC6963457,BlackRock,US Fund High Yield Bond,US Fund High Yield Bond
2026-03-31,INVESCO Bond Fund C,C,Money Market Fund,WFAS,BROKERAGE,BROKERAGE,BROKERAGE,NON-RETIREMENT,442160807.24,341,Y,Y,Y,FSUSAFVJ1Z,Invesco,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-04-30,BLACKROCK Bond Fund INST,INST,Bond Fund,WBS,ADVISORY,ADVISORY,PERSONALIZED UMA,SIM,328576416.57,166,Y,N,Y,FSCAPSG2R8,BlackRock,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-11-30,VANGUARD Bond Fund A,A,International Equity Fund,FINET,ADVISORY,ADVISORY,MASTERS,QP,282036025.33,243,Y,Y,Y,FSC4693666,Vanguard,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-08-31,FRANKLIN TEMPLETON Blend Fund C,C,Bond Fund,FINET,BROKERAGE,BROKERAGE,FUNDSOURCE,SEP,350308634.79,457,Y,Y,Y,FSC8379085,Franklin Templeton,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2025-01-31,DWS FUNDS Allocation Fund A,A,International Equity Fund,FINET,BROKERAGE,BROKERAGE,FC/QC,SIM,97764325.24,311,Y,Y,Y,FSCAPPGOXS,DWS,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-05-31,NUVEEN Estate Fund A,A,Bond Fund,FINET,ADVISORY,ADVISORY,FUNDSOURCE,SEP,361432085.88,202,Y,Y,Y,FSCAP9SFEF,Nuveen,US Fund Real Estate,US Fund Real Estate
2025-02-28,BLACKROCK Value Fund C,C,Alternative Fund,WBS,ADVISORY,ADVISORY,PERSONALIZED UMA,SIM,83052513.22,498,Y,Y,N,FSINVHB0YI,BlackRock,US Fund Large Value,US Fund Large Value
2026-02-28,CAPITAL GROUP Growth Fund A,A,Equity Fund,PCG,ADVISORY,ADVISORY,FC/QC,NON-RETIREMENT,28307627.94,54,Y,Y,Y,FSINVHRONH,capital group,US Fund Large Growth,US Fund Large Growth
2025-02-28,CAPITAL GROUP Blend Fund INST,INST,Equity Fund,WFAS,ADVISORY,ADVISORY,PIM,SIM,344872231.75,131,Y,N,Y,FSC7363842,capital group,US Fund Small Blend,US Fund Small Blend
2025-04-30,INVESCO Bond Fund A,A,International Equity Fund,FINET,ADVISORY,ADVISORY,FC/QC,NON-RETIREMENT,443452761.68,100,Y,Y,Y,FSCAPRK315,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-06-30,MFS Blend Fund C,C,Alternative Fund,PCG,BROKERAGE,BROKERAGE,MASTERS,NON-RETIREMENT,135484020.23,149,Y,Y,Y,FSC8686926,MFS,US Fund Small Blend,US Fund Small Blend
2025-05-31,BLACKROCK Bond Fund INST,INST,International Equity Fund,PCG,BROKERAGE,BROKERAGE,PIM,SIM,320790430.12,86,Y,Y,Y,FSC6963457,BlackRock,US Fund High Yield Bond,US Fund High Yield Bond
2025-03-31,CAPITAL GROUP Growth Fund A,A,Money Market Fund,FINET,BROKERAGE,BROKERAGE,FUNDSOURCE,QP,54874844.22,188,Y,Y,Y,FSINV8R1QP,capital group,US Fund Small Growth,US Fund Small Growth
2025-05-31,NUVEEN Blend Fund INV,INV,Bond Fund,FINET,BROKERAGE,BROKERAGE,MASTERS,SIM,144172276.6,301,Y,Y,Y,FSUSALNO19,Nuveen,US Fund Small Blend,US Fund Small Blend
2025-08-31,DWS FUNDS Allocation Fund A,A,Alternative Fund,PCG,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SEP,382348564.05,292,Y,Y,N,FSCAPPGOXS,DWS,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-08-31,CAPITAL GROUP Blend Fund INST,INST,Balanced Fund,PCG,ADVISORY,ADVISORY,ASSET ADVISOR,QP,110159607.98,143,Y,Y,N,FSC7363842,capital group,US Fund Small Blend,US Fund Small Blend
2025-01-31,INVESCO Bond Fund INST,INST,International Equity Fund,WBS,ADVISORY,ADVISORY,CUSTOMCHOICE,SEP,162174713.15,101,N,Y,Y,FSINV30AHC,Invesco,US Fund High Yield Bond,US Fund High Yield Bond
2025-05-31,FIDELITY Bond Fund A,A,Bond Fund,PCG,ADVISORY,ADVISORY,PERSONALIZED UMA,QP,319994159.63,423,N,N,Y,FSUSAP0XJP,Fidelity,US Fund Multisector Bond,US Fund Multisector Bond
2026-02-28,DWS FUNDS Bond Fund A,A,Alternative Fund,WFAS,BROKERAGE,BROKERAGE,FC/QC,IRA,212915571.61,378,Y,Y,Y,FSUSA4DZT8,DWS,US Fund Multisector Bond,US Fund Multisector Bond
2026-01-31,AMERICAN FUNDS Bond Fund INST,INST,Bond Fund,FINET,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SEP,303587604.44,452,Y,N,Y,FSC0723107,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2026-03-31,VANGUARD Growth Fund C,C,Alternative Fund,WFAS,ADVISORY,ADVISORY,BROKERAGE,SIM,169115774.34,218,Y,N,Y,FSCAP2IIZJ,Vanguard,US Fund Large Growth,US Fund Large Growth
2025-10-31,BLACKROCK Bond Fund INST,INST,Bond Fund,PCG,ADVISORY,ADVISORY,PIM,IRA,69439633.38,98,Y,Y,N,FSCAPSG2R8,BlackRock,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-03-31,DWS FUNDS Bond Fund A,A,International Equity Fund,WBS,BROKERAGE,BROKERAGE,FC/QC,QP,480963938.96,328,Y,N,Y,FSUSA4DZT8,DWS,US Fund Multisector Bond,US Fund Multisector Bond
2026-03-31,VANGUARD Bond Fund INST,INST,International Equity Fund,FINET,ADVISORY,ADVISORY,MASTERS,NON-RETIREMENT,185994233.59,436,Y,Y,Y,FSC4848373,Vanguard,US Fund High Yield Bond,US Fund High Yield Bond
2026-02-28,BLACKROCK Value Fund C,C,International Equity Fund,WFAS,BROKERAGE,BROKERAGE,MASTERS,NON-RETIREMENT,16258521.25,32,Y,Y,Y,FSINVHB0YI,BlackRock,US Fund Large Value,US Fund Large Value
2025-03-31,BLACKROCK Value Fund C,C,Money Market Fund,PCG,ADVISORY,ADVISORY,FUNDSOURCE,SIM,84831472.32,362,Y,N,Y,FSINVW6LMH,BlackRock,US Fund Large Value,US Fund Large Value
2025-10-31,VANGUARD Bond Fund A,A,Balanced Fund,WBS,ADVISORY,ADVISORY,MASTERS,SIM,487644221.74,338,Y,Y,N,FSC4693666,Vanguard,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-12-31,MFS Blend Fund A,A,International Equity Fund,WBS,BROKERAGE,BROKERAGE,FUNDSOURCE,IRA,170040110.1,256,Y,Y,N,FSCAPO8FAQ,MFS,US Fund Mid-Cap Blend,US Fund Mid-Cap Blend
2026-02-28,NUVEEN Estate Fund A,A,Money Market Fund,PCG,BROKERAGE,BROKERAGE,BROKERAGE,SIM,155975891.17,321,Y,Y,Y,FSCAP9SFEF,Nuveen,US Fund Real Estate,US Fund Real Estate
2025-12-31,BLACKROCK Value Fund C,C,Equity Fund,PCG,BROKERAGE,BROKERAGE,MASTERS,NON-RETIREMENT,284921773.13,500,Y,N,Y,FSINVW6LMH,BlackRock,US Fund Large Value,US Fund Large Value
2026-02-28,MFS Blend Fund A,A,International Equity Fund,PCG,ADVISORY,ADVISORY,FC/QC,QP,316380856.36,197,Y,Y,Y,FSCAPUR81B,MFS,US Fund Small Blend,US Fund Small Blend
2025-06-30,NUVEEN Growth Fund S,S,Money Market Fund,WBS,ADVISORY,ADVISORY,BROKERAGE,SIM,163360354.87,42,Y,Y,Y,FSCAPUT3V8,Nuveen,US Fund Small Growth,US Fund Small Growth
2025-03-31,FRANKLIN TEMPLETON Growth Fund INST,INST,Money Market Fund,FINET,ADVISORY,ADVISORY,MASTERS,SEP,457442412.58,270,Y,N,N,FSUSA9SEXI,Franklin Templeton,US Fund Small Growth,US Fund Small Growth
2025-10-31,BLACKROCK Bond Fund INST,INST,International Equity Fund,WBS,ADVISORY,ADVISORY,FUNDSOURCE,SEP,202669574.23,124,Y,N,Y,FSCAPSG2R8,BlackRock,US Fund Short-Term Bond,US Fund Short-Term Bond
2026-01-31,INVESCO Bond Fund A,A,International Equity Fund,FINET,ADVISORY,ADVISORY,PIM,IRA,411487280.13,371,Y,N,N,FSC9366170,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-08-31,LORD ABBETT Bond Fund A,A,Balanced Fund,WBS,BROKERAGE,BROKERAGE,PIM,NON-RETIREMENT,165162493.29,88,Y,Y,N,FSC2646842,Lord Abbett,US Fund High Yield Bond,US Fund High Yield Bond
2026-02-28,INVESCO Allocation Fund S,S,International Equity Fund,WBS,ADVISORY,ADVISORY,BROKERAGE,IRA,329852831.74,413,Y,Y,Y,FSINV12SDD,Invesco,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-10-31,CAPITAL GROUP Bond Fund INST,INST,International Equity Fund,WFAS,BROKERAGE,BROKERAGE,MASTERS,QP,342841959.97,434,N,Y,Y,FSINV6Z5AS,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-07-31,FIDELITY Blend Fund A,A,International Equity Fund,FINET,ADVISORY,ADVISORY,BROKERAGE,NON-RETIREMENT,30157261.81,115,Y,Y,Y,FSUSA4BHGL,Fidelity,US Fund Small Blend,US Fund Small Blend
2025-01-31,VANGUARD Growth Fund A,A,Balanced Fund,FINET,ADVISORY,ADVISORY,ASSET ADVISOR,NON-RETIREMENT,141470120.55,213,Y,Y,N,FSCAP853QJ,Vanguard,US Fund Large Growth,US Fund Large Growth
2026-02-28,CAPITAL GROUP Growth Fund A,A,Alternative Fund,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,QP,435379934.64,193,Y,Y,Y,FSINVHRONH,capital group,US Fund Large Growth,US Fund Large Growth
2025-02-28,INVESCO Bond Fund A,A,Alternative Fund,FINET,ADVISORY,ADVISORY,CUSTOMCHOICE,IRA,135596226.63,262,Y,Y,Y,FSCAPRK315,Invesco,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-05-31,LORD ABBETT Estate Fund A,A,International Equity Fund,PCG,BROKERAGE,BROKERAGE,PERSONALIZED UMA,QP,248038334.44,230,Y,Y,Y,FSINVN2N0F,Lord Abbett,US Fund Real Estate,US Fund Real Estate
2025-10-31,BLACKROCK Bond Fund INST,INST,Bond Fund,PCG,BROKERAGE,BROKERAGE,BROKERAGE,SEP,51249693.95,489,Y,Y,N,FSCAPSG2R8,BlackRock,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-01-31,DWS FUNDS Blend Fund INV,INV,Alternative Fund,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,IRA,252326465.83,192,Y,Y,Y,FSINVF3PFW,DWS,US Fund Large Blend,US Fund Large Blend
2025-07-31,FRANKLIN TEMPLETON Estate Fund C,C,Equity Fund,WFAS,BROKERAGE,BROKERAGE,CUSTOMCHOICE,IRA,315249061.1,471,Y,Y,N,FSC7392545,Franklin Templeton,US Fund Real Estate,US Fund Real Estate
2025-01-31,AMERICAN FUNDS Growth Fund A,A,Equity Fund,FINET,BROKERAGE,BROKERAGE,BROKERAGE,QP,120185675.15,213,Y,N,N,FSCAPBLFOC,capital group,US Fund Large Growth,US Fund Large Growth
2025-08-31,INVESCO Allocation Fund A,A,Money Market Fund,WBS,BROKERAGE,BROKERAGE,PIM,SIM,188768702.37,183,Y,Y,N,FSC8043975,Invesco,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-05-31,LORD ABBETT Estate Fund A,A,International Equity Fund,WBS,BROKERAGE,BROKERAGE,PIM,SEP,101061077.28,396,Y,Y,N,FSINVN2N0F,Lord Abbett,US Fund Real Estate,US Fund Real Estate
2025-07-31,FIDELITY Bond Fund A,A,Balanced Fund,WBS,BROKERAGE,BROKERAGE,FUNDSOURCE,NON-RETIREMENT,411301498.37,276,Y,N,Y,FSUSAP0XJP,Fidelity,US Fund Multisector Bond,US Fund Multisector Bond
2025-04-30,FRANKLIN TEMPLETON Estate Fund C,C,Bond Fund,WFAS,BROKERAGE,BROKERAGE,PIM,IRA,155697458.23,336,Y,Y,Y,FSC7392545,Franklin Templeton,US Fund Real Estate,US Fund Real Estate
2025-01-31,INVESCO Blend Fund A,A,Money Market Fund,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,SIM,7152160.6,226,Y,Y,Y,FSINVZILDX,Invesco,US Fund Large Blend,US Fund Large Blend
2025-12-31,NUVEEN Value Fund INV,INV,International Equity Fund,PCG,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SIM,78635421.24,478,Y,N,N,FSC8073988,Nuveen,US Fund Large Value,US Fund Large Value
2025-04-30,T ROWE PRICE Blend Fund A,A,Bond Fund,PCG,BROKERAGE,BROKERAGE,PERSONALIZED UMA,QP,226833163.76,28,Y,Y,Y,FSUSA99GZA,T. Rowe Price,US Fund Small Blend,US Fund Small Blend
2026-02-28,LORD ABBETT Bond Fund A,A,Bond Fund,PCG,ADVISORY,ADVISORY,BROKERAGE,NON-RETIREMENT,114483458.57,409,Y,Y,Y,FSC2646842,Lord Abbett,US Fund High Yield Bond,US Fund High Yield Bond
2025-08-31,VANGUARD Allocation Fund INV,INV,International Equity Fund,PCG,BROKERAGE,BROKERAGE,CUSTOMCHOICE,QP,132270562.2,393,Y,N,Y,FSUSAMIGJS,Vanguard,US Fund Tactical Allocation,US Fund Tactical Allocation
2025-05-31,DWS FUNDS Bond Fund INST,INST,Equity Fund,PCG,BROKERAGE,BROKERAGE,FC/QC,SEP,312489116.72,35,Y,N,Y,FSCAPNRENH,DWS,US Fund High Yield Bond,US Fund High Yield Bond
2025-11-30,VANGUARD Bond Fund INST,INST,Money Market Fund,WFAS,BROKERAGE,BROKERAGE,MASTERS,SEP,72232600.97,423,Y,Y,Y,FSC4848373,Vanguard,US Fund High Yield Bond,US Fund High Yield Bond
2025-03-31,AMERICAN FUNDS Bond Fund A,A,Alternative Fund,PCG,ADVISORY,ADVISORY,FC/QC,SIM,269195555.13,170,Y,N,Y,FSUSA1CZS7,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2025-10-31,JPMORGAN Allocation Fund A,A,Alternative Fund,WBS,ADVISORY,ADVISORY,PIM,IRA,62511264.59,351,Y,Y,Y,FSUSAD1XUN,JPMorgan,US Fund Moderate Allocation,US Fund Moderate Allocation
2025-11-30,BLACKROCK Blend Fund A,A,Bond Fund,WBS,BROKERAGE,BROKERAGE,PIM,IRA,371464721.17,465,Y,Y,Y,FSINV1KDAD,BlackRock,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-11-30,T ROWE PRICE Blend Fund INST,INST,Alternative Fund,WBS,ADVISORY,ADVISORY,BROKERAGE,SIM,120694675.25,359,Y,Y,Y,FSINVVY2S9,T. Rowe Price,US Fund Large Blend,US Fund Large Blend
2025-02-28,NUVEEN Blend Fund INV,INV,Alternative Fund,PCG,ADVISORY,ADVISORY,PERSONALIZED UMA,QP,309060533.09,411,Y,Y,N,FSUSALNO19,Nuveen,US Fund Small Blend,US Fund Small Blend
2025-08-31,BLACKROCK Bond Fund INST,INST,Balanced Fund,PCG,ADVISORY,ADVISORY,MASTERS,NON-RETIREMENT,358792976.96,365,Y,N,N,FSCAPSG2R8,BlackRock,US Fund Short-Term Bond,US Fund Short-Term Bond
2026-01-31,T ROWE PRICE Blend Fund A,A,International Equity Fund,FINET,ADVISORY,ADVISORY,PIM,IRA,479737987.05,349,Y,N,Y,FSUSA99GZA,T. Rowe Price,US Fund Small Blend,US Fund Small Blend
2025-02-28,MFS Bond Fund C,C,Equity Fund,FINET,ADVISORY,ADVISORY,PIM,SEP,417933604.08,347,Y,N,Y,FSUSAR848N,MFS,US Fund Multisector Bond,US Fund Multisector Bond
2026-03-31,CAPITAL GROUP Bond Fund INST,INST,Bond Fund,PCG,ADVISORY,ADVISORY,FC/QC,NON-RETIREMENT,194035415.52,209,Y,Y,N,FSCAPU9MJ4,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-02-28,VANGUARD Bond Fund INV,INV,Equity Fund,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,NON-RETIREMENT,293526844.53,213,N,Y,Y,FSUSAF3MVF,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2026-03-31,AMERICAN FUNDS Bond Fund A,A,Money Market Fund,PCG,ADVISORY,ADVISORY,FC/QC,IRA,296749780.44,42,Y,Y,Y,FSUSA1CZS7,capital group,US Fund High Yield Bond,US Fund High Yield Bond
2025-08-31,FRANKLIN TEMPLETON Bond Fund INST,INST,International Equity Fund,WFAS,BROKERAGE,BROKERAGE,FC/QC,QP,243067734.75,156,Y,Y,N,FSC7967512,Franklin Templeton,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-07-31,BLACKROCK Value Fund C,C,Money Market Fund,PCG,BROKERAGE,BROKERAGE,FUNDSOURCE,IRA,173784873.67,254,Y,Y,Y,FSINVHB0YI,BlackRock,US Fund Large Value,US Fund Large Value
2026-03-31,BLACKROCK Blend Fund INST,INST,Balanced Fund,PCG,BROKERAGE,BROKERAGE,ASSET ADVISOR,SIM,125257307.89,121,Y,Y,Y,FSUSA4B2GI,BlackRock,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2025-10-31,FRANKLIN TEMPLETON Bond Fund INST,INST,Equity Fund,FINET,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SIM,101939560.46,56,Y,Y,N,FSINVCNRVP,Franklin Templeton,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-04-30,VANGUARD Bond Fund A,A,Equity Fund,FINET,ADVISORY,ADVISORY,PIM,SEP,113149789.28,199,Y,N,Y,FSINVZ17YR,Vanguard,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-07-31,INVESCO Growth Fund C,C,Bond Fund,WBS,ADVISORY,ADVISORY,PIM,SIM,227414165.72,201,Y,Y,Y,FSCAP5YC33,Invesco,US Fund Small Growth,US Fund Small Growth
2025-05-31,VANGUARD Growth Fund C,C,Balanced Fund,PCG,BROKERAGE,BROKERAGE,BROKERAGE,IRA,108583133.38,382,Y,Y,Y,FSCAP2IIZJ,Vanguard,US Fund Large Growth,US Fund Large Growth
2025-05-31,CAPITAL GROUP Blend Fund A,A,Money Market Fund,PCG,BROKERAGE,BROKERAGE,MASTERS,SIM,103549003.46,407,Y,Y,Y,FSUSAYANEZ,capital group,US Fund Foreign Large Blend,US Fund Foreign Large Blend
2026-02-28,BLACKROCK Bond Fund INST,INST,International Equity Fund,PCG,ADVISORY,ADVISORY,CUSTOMCHOICE,IRA,482672614.67,428,N,Y,N,FSC6963457,BlackRock,US Fund High Yield Bond,US Fund High Yield Bond
2025-06-30,CAPITAL GROUP Bond Fund INST,INST,Bond Fund,WFAS,ADVISORY,ADVISORY,ASSET ADVISOR,QP,167453668.32,471,Y,Y,Y,FSCAPU9MJ4,capital group,US Fund Intermediate Core Bond,US Fund Intermediate Core Bond
2025-02-28,PIMCO Bond Fund S,S,Equity Fund,PCG,BROKERAGE,BROKERAGE,PERSONALIZED UMA,SIM,397594629.98,16,Y,Y,Y,FSCAP7M9HW,PIMCO,US Fund Short-Term Bond,US Fund Short-Term Bond
2025-07-31,DWS FUNDS Blend Fund INV,INV,International Equity Fund,FINET,ADVISORY,ADVISORY,MASTERS,SIM,87634667.61,38,Y,Y,N,FSINVF3PFW,DWS,US Fund Large Blend,US Fund Large Blend
2025-10-31,LORD ABBETT Bond Fund A,A,Bond Fund,PCG,ADVISORY,ADVISORY,FUNDSOURCE,SIM,305574706.33,368,Y,Y,Y,FSC2646842,Lord Abbett,US Fund High Yield Bond,US Fund High Yield Bond
